bnumber	domain
b3666	IPR011701
b3666	IPR020846
b3666	IPR036259
b3666	IPR021159
b3666	IPR000849
b3667	IPR011701
b3667	IPR020846
b3667	IPR036259
b3667	IPR021159
b3667	IPR000849
b3668	IPR003594
b3668	IPR036890
b3668	IPR005467
b3668	IPR007895
b3668	IPR011712
b3669	IPR011006
b3669	IPR016032
b3669	IPR001789
b3669	IPR000792
b3670	IPR004789
b3670	IPR002912
b3670	IPR039557
b3671	IPR012846
b3671	IPR039368
b3671	IPR029035
b3671	IPR029061
b3671	IPR012000
b3671	IPR012001
b3671	IPR000399
b3671	IPR011766
b3672	IPR012566
b3673	IPR011701
b3673	IPR020846
b3673	IPR036259
b3673	IPR004734
b3674	IPR013785
b3674	IPR023867
b3675	IPR003807
b3676	IPR003807
b3677	IPR016512
b3678	IPR017850
b3678	IPR032506
b3678	IPR024607
b3678	IPR000917
b3679	IPR038377
b3679	IPR001734
b3679	IPR018212
b3680	IPR003313
b3680	IPR009057
b3680	IPR037923
b3680	IPR018060
b3680	IPR018062
b3682	IPR036878
b3682	IPR018113
b3682	IPR001996
b3683	IPR003352
b3683	IPR013013
b3683	IPR010975
b3683	IPR004719
b3684	IPR028978
b3684	IPR000524
b3684	IPR011663
b3684	IPR036388
b3684	IPR036390
b3685	IPR006037
b3685	IPR036721
b3685	IPR023018
b3685	IPR006512
b3686	IPR002068
b3686	IPR037913
b3686	IPR008978
b3686	IPR022848
b3687	IPR002068
b3687	IPR037913
b3687	IPR008978
b3687	IPR023728
b3688	IPR010780
b3689	IPR011042
b3689	IPR022223
b3689	IPR011659
b3690	IPR002938
b3690	IPR036188
b3691	IPR011701
b3691	IPR020846
b3691	IPR036259
b3693	IPR007729
b3693	IPR042257
b3693	IPR042258
b3697	IPR000150
b3697	IPR036412
b3697	IPR006379
b3697	IPR023214
b3698	IPR009282
b3698	IPR027405
b3699	IPR002288
b3699	IPR011557
b3699	IPR041423
b3699	IPR003594
b3699	IPR036890
b3699	IPR020568
b3699	IPR014721
b3699	IPR001241
b3699	IPR013760
b3699	IPR013759
b3699	IPR013506
b3699	IPR018522
b3699	IPR006171
b3699	IPR034160
b3700	IPR001238
b3700	IPR018078
b3700	IPR027417
b3700	IPR003395
b3700	IPR042174
b3701	IPR001001
b3701	IPR022635
b3701	IPR022637
b3701	IPR022634
b3702	IPR003593
b3702	IPR001957
b3702	IPR020591
b3702	IPR018312
b3702	IPR013317
b3702	IPR013159
b3702	IPR024633
b3702	IPR038454
b3702	IPR027417
b3702	IPR010921
b3703	IPR000271
b3703	IPR020939
b3704	IPR020568
b3704	IPR014721
b3704	IPR000100
b3704	IPR020539
b3705	IPR019998
b3705	IPR028055
b3705	IPR028053
b3705	IPR001708
b3705	IPR038210
b3705	IPR038221
b3706	IPR031168
b3706	IPR006073
b3706	IPR018948
b3706	IPR004520
b3706	IPR027368
b3706	IPR025867
b3706	IPR027417
b3706	IPR005225
b3706	IPR027266
b3707	IPR012620
b3708	IPR001597
b3708	IPR011166
b3708	IPR015424
b3708	IPR015422
b3708	IPR015421
b3708	IPR013440
b3708	IPR018176
b3709	IPR018227
b3709	IPR013061
b3709	IPR013059
b3710	IPR011701
b3710	IPR020846
b3710	IPR036259
b3710	IPR023697
b3711	IPR005119
b3711	IPR000847
b3711	IPR023746
b3711	IPR036388
b3711	IPR036390
b3711	IPR037402
b3712	IPR037143
b3713	IPR029039
b3713	IPR005025
b3714	IPR026033
b3714	IPR006043
b3715	IPR036412
b3715	IPR006439
b3715	IPR041492
b3715	IPR023214
b3715	IPR023198
b3717	IPR005363
b3718	IPR006148
b3718	IPR004547
b3718	IPR018321
b3718	IPR037171
b3719	IPR029058
b3719	IPR000801
b3719	IPR004193
b3719	IPR013783
b3719	IPR014756
b3720	IPR021570
b3720	IPR003192
b3720	IPR036998
b3721	IPR001360
b3721	IPR018120
b3721	IPR033132
b3721	IPR017853
b3722	IPR011055
b3722	IPR036878
b3722	IPR018113
b3722	IPR001127
b3722	IPR003352
b3722	IPR013013
b3722	IPR011297
b3722	IPR001996
b3722	IPR004719
b3723	IPR004341
b3723	IPR036650
b3723	IPR011608
b3723	IPR036634
b3723	IPR001550
b3724	IPR028366
b3724	IPR038078
b3724	IPR026022
b3725	IPR003593
b3725	IPR003439
b3725	IPR017871
b3725	IPR015850
b3725	IPR027417
b3725	IPR005670
b3726	IPR000515
b3726	IPR035906
b3726	IPR005672
b3727	IPR000515
b3727	IPR035906
b3727	IPR011864
b3728	IPR005673
b3728	IPR024370
b3729	IPR017932
b3729	IPR035466
b3729	IPR035490
b3729	IPR005855
b3729	IPR029055
b3729	IPR001347
b3730	IPR005882
b3730	IPR038009
b3730	IPR001451
b3730	IPR018357
b3730	IPR025877
b3730	IPR029044
b3730	IPR011004
b3731	IPR036794
b3731	IPR001469
b3731	IPR020547
b3731	IPR020546
b3731	IPR036771
b3732	IPR003593
b3732	IPR005722
b3732	IPR020003
b3732	IPR004100
b3732	IPR036121
b3732	IPR000194
b3732	IPR024034
b3732	IPR027417
b3733	IPR035968
b3733	IPR000131
b3733	IPR023632
b3734	IPR023366
b3734	IPR000793
b3734	IPR038376
b3734	IPR033732
b3734	IPR005294
b3734	IPR020003
b3734	IPR004100
b3734	IPR036121
b3734	IPR000194
b3734	IPR027417
b3735	IPR026015
b3735	IPR020781
b3735	IPR000711
b3736	IPR028987
b3736	IPR002146
b3736	IPR005864
b3737	IPR005953
b3737	IPR000454
b3737	IPR020537
b3737	IPR038662
b3737	IPR002379
b3737	IPR035921
b3738	IPR000568
b3738	IPR023011
b3738	IPR035908
b3739	IPR005598
b3740	IPR003682
b3740	IPR029063
b3741	IPR036188
b3741	IPR026904
b3741	IPR004416
b3741	IPR002218
b3741	IPR020595
b3741	IPR040131
b3742	IPR008254
b3742	IPR029039
b3743	IPR011991
b3743	IPR000485
b3743	IPR011008
b3743	IPR019888
b3743	IPR019887
b3743	IPR019885
b3743	IPR036388
b3743	IPR036390
b3744	IPR006195
b3744	IPR004618
b3745	IPR008912
b3745	IPR023481
b3745	IPR002035
b3745	IPR036465
b3746	IPR003593
b3746	IPR011704
b3746	IPR023671
b3746	IPR022547
b3746	IPR027417
b3746	IPR041538
b3747	IPR003855
b3747	IPR023051
b3748	IPR023064
b3748	IPR023750
b3748	IPR007721
b3749	IPR003593
b3749	IPR003439
b3749	IPR017871
b3749	IPR015861
b3749	IPR027417
b3750	IPR001851
b3751	IPR028082
b3751	IPR025997
b3752	IPR002173
b3752	IPR011877
b3752	IPR011611
b3752	IPR002139
b3752	IPR029056
b3753	IPR000843
b3753	IPR010982
b3753	IPR028082
b3754	IPR004638
b3754	IPR011701
b3754	IPR020846
b3754	IPR036259
b3755	IPR011711
b3755	IPR008920
b3755	IPR000524
b3755	IPR036388
b3755	IPR036390
b3764	IPR007335
b3765	IPR003593
b3765	IPR004482
b3765	IPR025158
b3765	IPR000523
b3765	IPR027417
b3765	IPR020568
b3766	IPR012567
b3769	IPR002912
b3770	IPR001544
b3770	IPR018300
b3770	IPR036038
b3770	IPR005785
b3770	IPR043132
b3770	IPR043131
b3770	IPR033939
b3771	IPR042096
b3771	IPR004404
b3771	IPR000581
b3771	IPR020558
b3771	IPR037237
b3772	IPR001926
b3772	IPR000634
b3772	IPR001721
b3772	IPR038110
b3772	IPR005787
b3772	IPR036052
b3773	IPR037404
b3773	IPR005119
b3773	IPR000847
b3773	IPR036388
b3773	IPR036390
b3774	IPR008927
b3774	IPR013328
b3774	IPR013023
b3774	IPR000506
b3774	IPR013116
b3774	IPR036291
b3775	IPR000297
b3775	IPR023058
b3777	IPR003477
b3778	IPR013986
b3778	IPR014017
b3778	IPR000212
b3778	IPR005752
b3778	IPR027417
b3778	IPR014016
b3778	IPR034739
b3779	IPR043129
b3779	IPR023709
b3779	IPR003695
b3779	IPR030673
b3780	IPR011545
b3780	IPR014001
b3780	IPR001650
b3780	IPR027417
b3780	IPR000629
b3780	IPR023554
b3780	IPR014014
b3781	IPR005746
b3781	IPR036249
b3781	IPR017937
b3781	IPR013766
b3783	IPR003593
b3783	IPR000194
b3783	IPR011129
b3783	IPR012340
b3783	IPR027417
b3783	IPR041703
b3783	IPR011112
b3783	IPR036269
b3783	IPR011113
b3783	IPR004665
b3784	IPR012750
b3784	IPR000715
b3785	IPR003856
b3785	IPR032895
b3786	IPR003331
b3786	IPR032892
b3786	IPR029767
b3787	IPR008927
b3787	IPR036291
b3787	IPR017476
b3787	IPR014027
b3787	IPR036220
b3787	IPR014026
b3787	IPR001732
b3787	IPR028359
b3787	IPR032891
b3788	IPR005888
b3788	IPR016040
b3788	IPR036291
b3789	IPR005907
b3789	IPR005835
b3789	IPR029044
b3790	IPR012752
b3790	IPR016181
b3790	IPR002110
b3790	IPR020683
b3790	IPR000182
b3791	IPR000653
b3791	IPR015424
b3791	IPR015422
b3791	IPR015421
b3791	IPR032894
b3791	IPR012749
b3792	IPR002797
b3792	IPR044550
b3792	IPR032896
b3793	IPR010691
b3794	IPR023085
b3794	IPR004629
b3795	IPR004841
b3795	IPR004840
b3800	IPR023885
b3800	IPR013785
b3800	IPR034491
b3800	IPR040063
b3800	IPR007197
b3800	IPR023867
b3801	IPR017850
b3801	IPR024607
b3801	IPR000917
b3802	IPR005254
b3802	IPR010817
b3802	IPR013026
b3802	IPR011990
b3802	IPR013105
b3802	IPR019734
b3803	IPR007470
b3804	IPR036108
b3804	IPR003754
b3804	IPR039793
b3805	IPR000860
b3805	IPR022419
b3805	IPR022417
b3805	IPR022418
b3805	IPR036803
b3806	IPR000274
b3806	IPR024686
b3806	IPR024685
b3807	IPR002908
b3807	IPR036524
b3807	IPR020895
b3808	IPR016498
b3809	IPR018510
b3809	IPR001653
b3810	IPR007435
b3810	IPR029016
b3811	IPR044068
b3811	IPR011010
b3811	IPR013762
b3811	IPR002104
b3811	IPR010998
b3811	IPR004107
b3811	IPR011931
b3811	IPR023009
b3812	IPR036412
b3812	IPR006439
b3812	IPR041492
b3812	IPR023214
b3813	IPR013986
b3813	IPR005753
b3813	IPR014017
b3813	IPR000212
b3813	IPR027417
b3813	IPR014016
b3813	IPR034739
b3816	IPR004488
b3816	IPR002523
b3817	IPR024399
b3819	IPR000620
b3819	IPR004626
b3820	IPR029069
b3820	IPR003736
b3820	IPR006683
b3821	IPR003187
b3821	IPR036541
b3822	IPR011545
b3822	IPR004589
b3822	IPR006293
b3822	IPR014001
b3822	IPR001650
b3822	IPR010997
b3822	IPR002121
b3822	IPR027417
b3822	IPR032284
b3822	IPR018982
b3822	IPR036388
b3823	IPR004778
b3823	IPR001123
b3824	IPR004778
b3824	IPR001123
b3825	IPR029058
b3825	IPR022742
b3826	IPR000150
b3826	IPR036412
b3826	IPR006379
b3826	IPR023214
b3827	IPR004779
b3827	IPR000620
b3828	IPR005119
b3828	IPR037406
b3828	IPR000847
b3828	IPR036388
b3828	IPR036390
b3829	IPR013215
b3829	IPR006276
b3829	IPR002629
b3829	IPR038071
b3830	IPR029058
b3830	IPR002925
b3831	IPR018016
b3831	IPR000845
b3831	IPR035994
b3831	IPR010058
b3832	IPR003798
b3833	IPR029063
b3833	IPR004033
b3833	IPR023576
b3834	IPR003033
b3834	IPR036527
b3834	IPR038989
b3835	IPR011009
b3835	IPR010232
b3835	IPR004147
b3836	IPR003369
b3836	IPR006312
b3838	IPR018448
b3839	IPR019820
b3839	IPR002033
b3842	IPR006645
b3842	IPR036735
b3842	IPR043425
b3842	IPR010215
b3843	IPR002830
b3843	IPR023677
b3844	IPR008333
b3844	IPR017927
b3844	IPR039261
b3844	IPR001433
b3844	IPR017938
b3845	IPR012805
b3845	IPR002155
b3845	IPR016039
b3845	IPR020615
b3845	IPR020610
b3845	IPR020617
b3845	IPR020613
b3845	IPR020616
b3846	IPR006180
b3846	IPR006176
b3846	IPR006108
b3846	IPR008927
b3846	IPR029045
b3846	IPR018376
b3846	IPR001753
b3846	IPR012799
b3846	IPR036291
b3847	IPR029149
b3847	IPR036005
b3847	IPR000994
b3847	IPR001131
b3847	IPR022846
b3848	IPR035647
b3848	IPR023582
b3848	IPR015796
b3848	IPR001498
b3848	IPR036956
b3848	IPR020568
b3848	IPR015269
b3848	IPR020569
b3849	IPR003445
b3849	IPR004772
b3850	IPR008254
b3850	IPR001226
b3850	IPR026816
b3850	IPR029039
b3850	IPR044264
b3856	IPR004435
b3856	IPR027417
b3857	IPR025877
b3857	IPR013482
b3857	IPR029044
b3858	IPR009383
b3858	IPR038134
b3859	IPR002575
b3859	IPR011009
b3859	IPR032882
b3860	IPR001853
b3860	IPR023205
b3860	IPR036249
b3860	IPR017937
b3860	IPR013766
b3861	IPR010352
b3862	IPR002123
b3863	IPR002562
b3863	IPR020046
b3863	IPR002421
b3863	IPR036279
b3863	IPR019760
b3863	IPR001098
b3863	IPR043502
b3863	IPR020045
b3863	IPR018320
b3863	IPR002298
b3863	IPR008918
b3863	IPR029060
b3863	IPR012337
b3863	IPR036397
b3865	IPR030393
b3865	IPR006073
b3865	IPR019987
b3865	IPR027417
b3866	IPR007336
b3867	IPR004558
b3867	IPR034505
b3867	IPR006638
b3867	IPR010723
b3867	IPR007197
b3867	IPR023404
b3868	IPR003593
b3868	IPR011006
b3868	IPR009057
b3868	IPR002197
b3868	IPR027417
b3868	IPR001789
b3868	IPR002078
b3868	IPR025662
b3868	IPR025943
b3868	IPR025944
b3868	IPR010114
b3869	IPR003594
b3869	IPR036890
b3869	IPR005467
b3869	IPR003661
b3869	IPR036097
b3869	IPR000014
b3869	IPR035965
b3869	IPR013767
b3869	IPR004358
b3870	IPR008147
b3870	IPR036651
b3870	IPR014746
b3870	IPR008146
b3870	IPR027303
b3870	IPR004809
b3870	IPR001637
b3870	IPR027302
b3871	IPR035651
b3871	IPR035647
b3871	IPR000640
b3871	IPR004161
b3871	IPR031157
b3871	IPR027417
b3871	IPR005225
b3871	IPR000795
b3871	IPR009000
b3871	IPR042116
b3871	IPR006298
b3872	IPR028978
b3872	IPR000524
b3872	IPR011663
b3872	IPR036388
b3872	IPR036390
b3873	IPR036237
b3873	IPR013022
b3874	IPR011701
b3874	IPR020846
b3874	IPR036259
b3875	IPR009331
b3876	IPR039672
b3876	IPR036259
b3876	IPR001927
b3876	IPR018043
b3877	IPR039672
b3877	IPR036259
b3877	IPR001927
b3877	IPR018043
b3878	IPR011013
b3878	IPR000322
b3878	IPR013780
b3878	IPR017853
b3878	IPR044112
b3879	IPR008183
b3879	IPR011013
b3879	IPR014718
b3879	IPR037480
b3880	IPR008928
b3880	IPR012341
b3880	IPR034116
b3880	IPR030875
b3881	IPR013785
b3881	IPR002915
b3881	IPR017291
b3882	IPR002204
b3882	IPR008927
b3882	IPR013328
b3882	IPR006115
b3882	IPR015815
b3882	IPR036291
b3882	IPR029154
b3882	IPR030876
b3883	IPR002173
b3883	IPR011611
b3883	IPR002139
b3883	IPR029056
b3883	IPR030877
b3884	IPR011991
b3884	IPR014036
b3884	IPR001034
b3884	IPR037171
b3884	IPR018356
b3884	IPR036388
b3884	IPR036390
b3885	IPR036412
b3885	IPR006439
b3885	IPR041492
b3885	IPR023214
b3885	IPR023198
b3886	IPR023679
b3886	IPR017039
b3887	IPR003732
b3887	IPR023509
b3888	IPR016181
b3888	IPR000182
b3888	IPR039143
b3888	IPR029069
b3888	IPR012660
b3889	IPR013321
b3889	IPR002145
b3890	IPR013321
b3891	IPR024064
b3891	IPR006452
b3892	IPR011577
b3892	IPR016174
b3892	IPR006471
b3893	IPR017896
b3893	IPR017900
b3893	IPR006470
b3893	IPR038384
b3893	IPR014603
b3893	IPR015246
b3894	IPR009010
b3894	IPR006443
b3894	IPR006657
b3894	IPR006656
b3894	IPR006963
b3894	IPR006655
b3894	IPR027467
b3894	IPR006311
b3895	IPR016193
b3895	IPR003786
b3896	IPR024291
b3897	IPR013196
b3897	IPR016152
b3897	IPR002178
b3897	IPR036388
b3897	IPR036390
b3898	IPR008007
b3898	IPR023367
b3899	IPR036095
b3899	IPR013011
b3899	IPR003501
b3899	IPR003352
b3899	IPR013014
b3899	IPR003353
b3899	IPR006327
b3900	IPR016152
b3900	IPR002178
b3900	IPR004715
b3901	IPR011008
b3901	IPR013448
b3901	IPR008000
b3902	IPR001303
b3902	IPR036409
b3902	IPR013447
b3903	IPR009308
b3903	IPR036237
b3904	IPR043129
b3904	IPR018485
b3904	IPR018484
b3904	IPR013449
b3905	IPR003313
b3905	IPR009057
b3905	IPR037923
b3905	IPR018060
b3905	IPR018062
b3905	IPR014710
b3905	IPR020449
b3905	IPR023609
b3906	IPR003313
b3906	IPR009057
b3906	IPR018060
b3906	IPR018062
b3906	IPR014710
b3906	IPR011051
b3906	IPR023699
b3906	IPR020449
b3907	IPR004673
b3908	IPR001189
b3908	IPR019833
b3908	IPR019832
b3908	IPR019831
b3908	IPR036324
b3908	IPR036314
b3909	IPR004684
b3909	IPR018395
b3910	IPR005163
b3910	IPR005302
b3910	IPR011037
b3911	IPR032404
b3911	IPR038515
b3911	IPR003660
b3911	IPR003594
b3911	IPR036890
b3911	IPR005467
b3911	IPR003661
b3911	IPR036097
b3911	IPR004358
b3912	IPR011006
b3912	IPR001867
b3912	IPR001789
b3912	IPR039420
b3912	IPR036388
b3915	IPR002524
b3915	IPR027470
b3915	IPR036837
b3915	IPR023783
b3915	IPR027469
b3916	IPR022953
b3916	IPR012003
b3916	IPR012828
b3916	IPR015912
b3916	IPR000023
b3916	IPR035966
b3917	IPR000957
b3917	IPR034408
b3917	IPR005669
b3918	IPR003763
b3918	IPR015993
b3918	IPR038433
b3918	IPR036265
b3919	IPR013785
b3919	IPR035990
b3919	IPR022896
b3919	IPR000652
b3919	IPR020861
b3920	IPR009918
b3921	IPR008523
b3922	IPR005272
b3922	IPR035571
b3923	IPR014729
b3923	IPR006015
b3923	IPR006016
b3924	IPR008333
b3924	IPR017927
b3924	IPR033892
b3924	IPR039261
b3924	IPR001433
b3924	IPR017938
b3925	IPR004464
b3926	IPR043129
b3926	IPR000577
b3926	IPR018485
b3926	IPR018483
b3926	IPR018484
b3926	IPR005999
b3927	IPR023271
b3927	IPR000425
b3927	IPR022357
b3928	IPR009252
b3929	IPR010203
b3929	IPR005493
b3929	IPR036704
b3929	IPR014339
b3930	IPR004657
b3930	IPR000537
b3930	IPR026046
b3931	IPR003593
b3931	IPR003959
b3931	IPR019489
b3931	IPR004491
b3931	IPR027417
b3932	IPR022281
b3932	IPR029055
b3932	IPR001353
b3932	IPR023333
b3933	IPR011930
b3933	IPR007730
b3933	IPR036680
b3934	IPR000843
b3934	IPR010982
b3934	IPR028082
b3935	IPR011545
b3935	IPR014001
b3935	IPR001650
b3935	IPR027417
b3935	IPR005259
b3935	IPR041222
b3935	IPR042115
b3935	IPR041236
b3935	IPR040498
b3936	IPR034704
b3936	IPR002150
b3936	IPR027491
b3936	IPR042105
b3937	IPR038765
b3937	IPR024453
b3938	IPR002084
b3938	IPR023453
b3938	IPR010985
b3939	IPR000277
b3939	IPR011821
b3939	IPR015424
b3939	IPR015422
b3939	IPR015421
b3940	IPR036393
b3940	IPR041743
b3940	IPR001048
b3940	IPR005106
b3940	IPR001341
b3940	IPR042199
b3940	IPR018042
b3940	IPR011147
b3940	IPR001342
b3940	IPR019811
b3940	IPR036291
b3941	IPR029041
b3941	IPR003171
b3941	IPR004620
b3942	IPR000763
b3942	IPR002016
b3942	IPR010255
b3942	IPR019794
b3942	IPR019793
b3943	IPR000620
b3944	IPR009706
b3945	IPR001670
b3945	IPR018211
b3945	IPR016205
b3946	IPR013785
b3946	IPR023001
b3946	IPR001585
b3946	IPR004731
b3946	IPR018225
b3946	IPR033919
b3947	IPR000032
b3947	IPR035895
b3947	IPR008279
b3947	IPR018274
b3947	IPR000121
b3947	IPR023151
b3947	IPR036637
b3947	IPR016152
b3947	IPR006318
b3947	IPR002178
b3947	IPR008731
b3947	IPR001020
b3947	IPR036618
b3947	IPR015813
b3947	IPR040442
b3949	IPR013014
b3949	IPR006327
b3950	IPR036095
b3950	IPR013011
b3950	IPR003501
b3950	IPR003353
b3951	IPR019777
b3951	IPR001150
b3951	IPR010098
b3951	IPR004184
b3952	IPR017896
b3952	IPR013785
b3952	IPR040074
b3952	IPR034457
b3952	IPR012839
b3952	IPR001989
b3952	IPR007197
b3953	IPR036095
b3953	IPR013011
b3953	IPR003501
b3953	IPR003353
b3954	IPR009057
b3954	IPR018060
b3954	IPR018062
b3954	IPR020449
b3955	IPR017850
b3955	IPR040423
b3955	IPR000917
b3956	IPR021135
b3956	IPR022805
b3956	IPR018129
b3956	IPR033129
b3956	IPR015813
b3957	IPR010169
b3957	IPR001261
b3957	IPR036264
b3957	IPR002933
b3957	IPR011650
b3958	IPR023013
b3958	IPR000706
b3958	IPR036291
b3958	IPR000534
b3958	IPR012280
b3959	IPR036393
b3959	IPR004662
b3959	IPR037528
b3959	IPR001048
b3959	IPR041731
b3960	IPR029419
b3960	IPR009049
b3960	IPR024083
b3960	IPR020557
b3960	IPR000362
b3960	IPR022761
b3960	IPR008948
b3961	IPR005119
b3961	IPR000847
b3961	IPR036388
b3961	IPR036390
b3962	IPR036188
b3962	IPR023753
b3962	IPR016156
b3962	IPR001100
b3962	IPR004099
b3962	IPR022962
b3963	IPR009057
b3963	IPR001647
b3963	IPR023764
b3964	IPR009867
b3965	IPR030390
b3965	IPR030391
b3965	IPR029063
b3965	IPR011869
b3965	IPR010280
b3966	IPR010101
b3966	IPR039426
b3966	IPR012910
b3966	IPR037066
b3966	IPR000531
b3966	IPR010916
b3966	IPR036942
b3966	IPR010917
b3967	IPR015942
b3967	IPR001920
b3967	IPR018187
b3967	IPR033134
b3967	IPR004391
b3972	IPR016166
b3972	IPR036318
b3972	IPR016167
b3972	IPR016169
b3972	IPR003170
b3972	IPR011601
b3972	IPR036635
b3972	IPR006094
b3973	IPR030855
b3973	IPR004408
b3973	IPR004409
b3973	IPR003142
b3973	IPR004143
b3973	IPR013196
b3973	IPR008988
b3973	IPR036388
b3973	IPR036390
b3974	IPR027417
b3974	IPR004566
b3974	IPR006083
b3980	IPR041709
b3980	IPR004161
b3980	IPR033720
b3980	IPR031157
b3980	IPR027417
b3980	IPR005225
b3980	IPR000795
b3980	IPR009000
b3980	IPR009001
b3980	IPR004541
b3980	IPR004160
b3981	IPR005807
b3981	IPR038379
b3981	IPR001901
b3982	IPR005824
b3982	IPR006645
b3982	IPR036735
b3982	IPR043425
b3982	IPR014722
b3982	IPR001062
b3982	IPR015869
b3982	IPR008991
b3983	IPR000911
b3983	IPR036796
b3983	IPR006519
b3983	IPR020783
b3983	IPR036769
b3983	IPR020785
b3983	IPR020784
b3984	IPR005878
b3984	IPR002143
b3984	IPR023674
b3984	IPR028364
b3984	IPR016095
b3984	IPR023673
b3985	IPR022973
b3985	IPR043141
b3985	IPR002363
b3985	IPR001790
b3986	IPR000206
b3986	IPR014719
b3986	IPR013823
b3986	IPR008932
b3986	IPR036235
b3987	IPR019462
b3987	IPR015712
b3987	IPR007120
b3987	IPR037033
b3987	IPR010243
b3987	IPR007121
b3987	IPR007644
b3987	IPR007642
b3987	IPR037034
b3987	IPR007645
b3987	IPR007641
b3987	IPR014724
b3988	IPR012754
b3988	IPR000722
b3988	IPR006592
b3988	IPR007080
b3988	IPR007066
b3988	IPR042102
b3988	IPR007083
b3988	IPR007081
b3988	IPR038120
b3990	IPR013785
b3990	IPR010722
b3990	IPR007197
b3990	IPR012726
b3990	IPR034428
b3991	IPR013785
b3991	IPR033983
b3991	IPR008867
b3992	IPR012731
b3992	IPR000594
b3992	IPR035985
b3993	IPR013785
b3993	IPR036206
b3993	IPR022998
b3993	IPR034291
b3994	IPR037509
b3994	IPR025747
b3994	IPR038521
b3994	IPR002817
b3995	IPR038309
b3995	IPR023785
b3995	IPR007448
b3996	IPR022925
b3996	IPR015797
b3996	IPR020084
b3996	IPR000086
b3996	IPR015376
b3997	IPR038071
b3997	IPR006361
b3997	IPR000257
b3998	IPR007581
b3999	IPR007338
b3999	IPR023381
b4000	IPR000119
b4000	IPR020816
b4000	IPR010992
b4001	IPR010858
b4001	IPR016500
b4002	IPR025961
b4003	IPR003594
b4003	IPR036890
b4003	IPR005467
b4003	IPR003661
b4003	IPR036097
b4003	IPR029151
b4003	IPR004358
b4004	IPR003593
b4004	IPR011006
b4004	IPR009057
b4004	IPR002197
b4004	IPR027417
b4004	IPR001789
b4004	IPR002078
b4004	IPR025662
b4004	IPR025943
b4004	IPR025944
b4005	IPR011761
b4005	IPR013815
b4005	IPR016185
b4005	IPR020561
b4005	IPR000115
b4005	IPR020560
b4005	IPR037123
b4005	IPR020559
b4005	IPR020562
b4005	IPR011054
b4006	IPR024051
b4006	IPR016193
b4006	IPR011607
b4006	IPR036914
b4006	IPR002695
b4012	IPR016181
b4012	IPR000182
b4013	IPR029062
b4013	IPR005697
b4013	IPR033752
b4014	IPR011076
b4014	IPR006252
b4014	IPR001465
b4014	IPR019830
b4015	IPR039556
b4015	IPR006254
b4015	IPR018523
b4015	IPR015813
b4015	IPR040442
b4016	IPR010452
b4017	IPR002110
b4017	IPR036770
b4017	IPR012927
b4018	IPR029016
b4018	IPR014757
b4018	IPR005471
b4018	IPR036388
b4018	IPR036390
b4019	IPR003759
b4019	IPR006158
b4019	IPR036724
b4019	IPR011005
b4019	IPR003726
b4019	IPR036589
b4019	IPR033706
b4019	IPR011822
b4019	IPR036594
b4019	IPR000489
b4019	IPR004223
b4019	IPR037010
b4020	IPR003841
b4020	IPR004633
b4021	IPR029062
b4021	IPR005320
b4021	IPR023172
b4022	IPR042092
b4022	IPR020103
b4022	IPR006145
b4022	IPR000748
b4022	IPR018496
b4022	IPR002942
b4022	IPR036986
b4023	IPR020317
b4024	IPR036393
b4024	IPR002912
b4024	IPR041745
b4024	IPR001048
b4024	IPR005260
b4024	IPR001341
b4024	IPR042199
b4024	IPR018042
b4025	IPR001672
b4025	IPR023096
b4025	IPR018189
b4025	IPR035476
b4025	IPR035482
b4026	IPR025858
b4027	IPR021308
b4027	IPR023373
b4028	IPR010425
b4029	IPR010344
b4030	IPR009315
b4030	IPR020948
b4031	IPR020846
b4031	IPR005828
b4031	IPR036259
b4031	IPR003663
b4031	IPR005829
b4032	IPR000515
b4032	IPR035906
b4033	IPR030156
b4033	IPR035277
b4033	IPR029345
b4033	IPR000515
b4033	IPR035906
b4034	IPR006060
b4034	IPR006059
b4034	IPR006061
b4035	IPR003593
b4035	IPR003439
b4035	IPR017871
b4035	IPR015855
b4035	IPR008995
b4035	IPR040582
b4035	IPR027417
b4036	IPR023738
b4036	IPR003192
b4036	IPR036998
b4037	IPR010794
b4038	IPR001646
b4038	IPR025726
b4039	IPR007440
b4039	IPR028978
b4040	IPR006370
b4040	IPR039653
b4040	IPR000537
b4040	IPR030470
b4041	IPR022284
b4041	IPR041728
b4041	IPR028354
b4041	IPR002123
b4042	IPR000829
b4042	IPR033718
b4042	IPR036945
b4043	IPR006200
b4043	IPR039418
b4043	IPR036286
b4043	IPR006199
b4043	IPR006197
b4043	IPR015927
b4043	IPR036388
b4043	IPR036390
b4044	IPR044644
b4044	IPR002528
b4045	IPR008462
b4045	IPR026042
b4045	IPR036629
b4046	IPR002481
b4046	IPR043135
b4046	IPR036388
b4046	IPR036390
b4048	IPR020404
b4049	IPR013785
b4049	IPR035587
b4049	IPR001269
b4049	IPR004653
b4049	IPR018517
b4050	IPR014318
b4051	IPR013149
b4051	IPR013154
b4051	IPR011032
b4051	IPR036291
b4051	IPR020843
b4051	IPR002364
b4052	IPR003593
b4052	IPR036185
b4052	IPR007692
b4052	IPR007694
b4052	IPR007693
b4052	IPR016136
b4052	IPR027417
b4053	IPR000821
b4053	IPR009006
b4053	IPR011079
b4053	IPR001608
b4053	IPR020622
b4053	IPR029066
