bnumber,keyword
b3290,Cell inner membrane
b3290,Cell membrane
b3290,Direct protein sequencing
b3290,Ion transport
b3290,Membrane
b3290,NAD
b3290,Potassium
b3290,Potassium transport
b3290,Reference proteome
b3290,Repeat
b3290,Transport
b3291,3D-structure
b3291,Cell inner membrane
b3291,Cell membrane
b3291,Direct protein sequencing
b3291,Ion channel
b3291,Ion transport
b3291,Membrane
b3291,Reference proteome
b3291,Transmembrane
b3291,Transmembrane helix
b3291,Transport
b3292,3D-structure
b3292,DNA-binding
b3292,Metal-binding
b3292,Reference proteome
b3292,Transcription
b3292,Transcription regulation
b3292,Zinc
b3293,Reference proteome
b3294,3D-structure
b3294,Direct protein sequencing
b3294,Reference proteome
b3294,Ribonucleoprotein
b3294,Ribosomal protein
b3295,3D-structure
b3295,ADP-ribosylation
b3295,Acetylation
b3295,DNA-directed RNA polymerase
b3295,Direct protein sequencing
b3295,Nucleotidyltransferase
b3295,Reference proteome
b3295,Transcription
b3295,Transferase
b3296,3D-structure
b3296,Antibiotic resistance
b3296,Direct protein sequencing
b3296,RNA-binding
b3296,Reference proteome
b3296,Repressor
b3296,Ribonucleoprotein
b3296,Ribosomal protein
b3296,Ribosome biogenesis
b3296,Transcription
b3296,Transcription antitermination
b3296,Transcription regulation
b3296,Transcription termination
b3296,Translation regulation
b3296,rRNA-binding
b3297,3D-structure
b3297,Direct protein sequencing
b3297,Methylation
b3297,RNA-binding
b3297,Reference proteome
b3297,Ribonucleoprotein
b3297,Ribosomal protein
b3297,rRNA-binding
b3298,3D-structure
b3298,Direct protein sequencing
b3298,RNA-binding
b3298,Reference proteome
b3298,Ribonucleoprotein
b3298,Ribosomal protein
b3298,rRNA-binding
b3298,tRNA-binding
b3299,3D-structure
b3299,Direct protein sequencing
b3299,Reference proteome
b3299,Ribonucleoprotein
b3299,Ribosomal protein
b3300,3D-structure
b3300,Cell inner membrane
b3300,Cell membrane
b3300,Membrane
b3300,Protein transport
b3300,Reference proteome
b3300,Translocation
b3300,Transmembrane
b3300,Transmembrane helix
b3300,Transport
b3301,3D-structure
b3301,Direct protein sequencing
b3301,RNA-binding
b3301,Reference proteome
b3301,Ribonucleoprotein
b3301,Ribosomal protein
b3301,rRNA-binding
b3302,3D-structure
b3302,Direct protein sequencing
b3302,Reference proteome
b3302,Ribonucleoprotein
b3302,Ribosomal protein
b3303,3D-structure
b3303,Acetylation
b3303,Antibiotic resistance
b3303,Direct protein sequencing
b3303,RNA-binding
b3303,Reference proteome
b3303,Ribonucleoprotein
b3303,Ribosomal protein
b3303,rRNA-binding
b3304,3D-structure
b3304,Direct protein sequencing
b3304,Phosphoprotein
b3304,RNA-binding
b3304,Reference proteome
b3304,Ribonucleoprotein
b3304,Ribosomal protein
b3304,rRNA-binding
b3305,3D-structure
b3305,Acetylation
b3305,Antibiotic resistance
b3305,Direct protein sequencing
b3305,RNA-binding
b3305,Reference proteome
b3305,Ribonucleoprotein
b3305,Ribosomal protein
b3305,rRNA-binding
b3306,3D-structure
b3306,Direct protein sequencing
b3306,RNA-binding
b3306,Reference proteome
b3306,Repressor
b3306,Ribonucleoprotein
b3306,Ribosomal protein
b3306,Translation regulation
b3306,rRNA-binding
b3307,3D-structure
b3307,Direct protein sequencing
b3307,Reference proteome
b3307,Ribonucleoprotein
b3307,Ribosomal protein
b3308,3D-structure
b3308,Acetylation
b3308,Direct protein sequencing
b3308,RNA-binding
b3308,Reference proteome
b3308,Ribonucleoprotein
b3308,Ribosomal protein
b3308,rRNA-binding
b3308,tRNA-binding
b3309,3D-structure
b3309,Direct protein sequencing
b3309,RNA-binding
b3309,Reference proteome
b3309,Ribonucleoprotein
b3309,Ribosomal protein
b3309,rRNA-binding
b3310,3D-structure
b3310,Direct protein sequencing
b3310,RNA-binding
b3310,Reference proteome
b3310,Ribonucleoprotein
b3310,Ribosomal protein
b3310,rRNA-binding
b3311,3D-structure
b3311,Antibiotic resistance
b3311,Direct protein sequencing
b3311,RNA-binding
b3311,Reference proteome
b3311,Ribonucleoprotein
b3311,Ribosomal protein
b3311,rRNA-binding
b3312,3D-structure
b3312,Direct protein sequencing
b3312,RNA-binding
b3312,Reference proteome
b3312,Ribonucleoprotein
b3312,Ribosomal protein
b3312,rRNA-binding
b3313,3D-structure
b3313,Direct protein sequencing
b3313,Hydroxylation
b3313,Methylation
b3313,RNA-binding
b3313,Reference proteome
b3313,Ribonucleoprotein
b3313,Ribosomal protein
b3313,rRNA-binding
b3313,tRNA-binding
b3314,3D-structure
b3314,Direct protein sequencing
b3314,RNA-binding
b3314,Reference proteome
b3314,Ribonucleoprotein
b3314,Ribosomal protein
b3314,rRNA-binding
b3315,3D-structure
b3315,Antibiotic resistance
b3315,Direct protein sequencing
b3315,RNA-binding
b3315,Reference proteome
b3315,Ribonucleoprotein
b3315,Ribosomal protein
b3315,rRNA-binding
b3316,3D-structure
b3316,Direct protein sequencing
b3316,RNA-binding
b3316,Reference proteome
b3316,Ribonucleoprotein
b3316,Ribosomal protein
b3316,rRNA-binding
b3316,tRNA-binding
b3317,3D-structure
b3317,Acetylation
b3317,Direct protein sequencing
b3317,RNA-binding
b3317,Reference proteome
b3317,Ribonucleoprotein
b3317,Ribosomal protein
b3317,rRNA-binding
b3318,3D-structure
b3318,Direct protein sequencing
b3318,RNA-binding
b3318,Reference proteome
b3318,Ribonucleoprotein
b3318,Ribosomal protein
b3318,rRNA-binding
b3319,3D-structure
b3319,Antibiotic resistance
b3319,Direct protein sequencing
b3319,RNA-binding
b3319,Reference proteome
b3319,Repressor
b3319,Ribonucleoprotein
b3319,Ribosomal protein
b3319,Transcription
b3319,Transcription regulation
b3319,Transcription termination
b3319,Translation regulation
b3319,rRNA-binding
b3320,3D-structure
b3320,Direct protein sequencing
b3320,Methylation
b3320,RNA-binding
b3320,Reference proteome
b3320,Ribonucleoprotein
b3320,Ribosomal protein
b3320,rRNA-binding
b3321,3D-structure
b3321,Direct protein sequencing
b3321,RNA-binding
b3321,Reference proteome
b3321,Ribonucleoprotein
b3321,Ribosomal protein
b3321,Ribosome biogenesis
b3321,Transcription
b3321,Transcription antitermination
b3321,Transcription regulation
b3322,Cell membrane
b3322,Membrane
b3322,Reference proteome
b3322,Transmembrane
b3322,Transmembrane helix
b3323,ATP-binding
b3323,Cell membrane
b3323,Membrane
b3323,Nucleotide-binding
b3323,Reference proteome
b3323,Transmembrane
b3323,Transmembrane helix
b3323,Transport
b3324,Cell inner membrane
b3324,Cell membrane
b3324,Membrane
b3324,Protein transport
b3324,Reference proteome
b3324,Transmembrane
b3324,Transmembrane helix
b3324,Transport
b3325,3D-structure
b3325,Cell outer membrane
b3325,Membrane
b3325,Protein transport
b3325,Reference proteome
b3325,Signal
b3325,Transmembrane
b3325,Transmembrane beta strand
b3325,Transport
b3326,ATP-binding
b3326,Cell inner membrane
b3326,Cell membrane
b3326,Membrane
b3326,Metal-binding
b3326,Nucleotide-binding
b3326,Protein transport
b3326,Reference proteome
b3326,Translocase
b3326,Transport
b3326,Zinc
b3327,Calcium
b3327,Cell inner membrane
b3327,Cell membrane
b3327,Membrane
b3327,Metal-binding
b3327,Protein transport
b3327,Reference proteome
b3327,Transmembrane
b3327,Transmembrane helix
b3327,Transport
b3328,Cell inner membrane
b3328,Cell membrane
b3328,Membrane
b3328,Methylation
b3328,Protein transport
b3328,Reference proteome
b3328,Transmembrane
b3328,Transmembrane helix
b3328,Transport
b3329,3D-structure
b3329,Cell inner membrane
b3329,Cell membrane
b3329,Membrane
b3329,Methylation
b3329,Protein transport
b3329,Reference proteome
b3329,Transmembrane
b3329,Transmembrane helix
b3329,Transport
b3330,Cell inner membrane
b3330,Cell membrane
b3330,Membrane
b3330,Methylation
b3330,Protein transport
b3330,Reference proteome
b3330,Transmembrane
b3330,Transmembrane helix
b3330,Transport
b3331,Cell inner membrane
b3331,Cell membrane
b3331,Membrane
b3331,Methylation
b3331,Protein transport
b3331,Reference proteome
b3331,Transmembrane
b3331,Transmembrane helix
b3331,Transport
b3332,Cell inner membrane
b3332,Cell membrane
b3332,Membrane
b3332,Protein transport
b3332,Reference proteome
b3332,Transmembrane
b3332,Transmembrane helix
b3332,Transport
b3333,Cell inner membrane
b3333,Cell membrane
b3333,Membrane
b3333,Protein transport
b3333,Reference proteome
b3333,Transmembrane
b3333,Transmembrane helix
b3333,Transport
b3334,Cell inner membrane
b3334,Cell membrane
b3334,Membrane
b3334,Protein transport
b3334,Reference proteome
b3334,Transmembrane
b3334,Transmembrane helix
b3334,Transport
b3335,Cell inner membrane
b3335,Cell membrane
b3335,Hydrolase
b3335,Membrane
b3335,Protease
b3335,Reference proteome
b3335,S-adenosyl-L-methionine
b3335,Transferase
b3335,Transmembrane
b3335,Transmembrane helix
b3335,Transport
b3336,3D-structure
b3336,Direct protein sequencing
b3336,Heme
b3336,Iron
b3336,Iron storage
b3336,Metal-binding
b3336,Oxidoreductase
b3336,Reference proteome
b3337,2Fe-2S
b3337,Electron transport
b3337,Iron
b3337,Iron-sulfur
b3337,Metal-binding
b3337,Reference proteome
b3337,Transport
b3338,Carbohydrate metabolism
b3338,Chitin degradation
b3338,Chitin-binding
b3338,Disulfide bond
b3338,Glycosidase
b3338,Hydrolase
b3338,Multifunctional enzyme
b3338,Periplasm
b3338,Polysaccharide degradation
b3338,Reference proteome
b3338,Repeat
b3338,Signal
b3339,3D-structure
b3339,Acetylation
b3339,Antibiotic resistance
b3339,Cell inner membrane
b3339,Cell membrane
b3339,Cytoplasm
b3339,Direct protein sequencing
b3339,Elongation factor
b3339,GTP-binding
b3339,Membrane
b3339,Methylation
b3339,Nucleotide-binding
b3339,Phosphoprotein
b3339,Protein biosynthesis
b3339,RNA-binding
b3339,Reference proteome
b3340,3D-structure
b3340,Acetylation
b3340,Cytoplasm
b3340,Direct protein sequencing
b3340,Elongation factor
b3340,GTP-binding
b3340,Nucleotide-binding
b3340,Protein biosynthesis
b3340,Reference proteome
b3341,3D-structure
b3341,Direct protein sequencing
b3341,RNA-binding
b3341,Reference proteome
b3341,Ribonucleoprotein
b3341,Ribosomal protein
b3341,rRNA-binding
b3341,tRNA-binding
b3342,3D-structure
b3342,Acetylation
b3342,Antibiotic resistance
b3342,Direct protein sequencing
b3342,Methylation
b3342,RNA-binding
b3342,Reference proteome
b3342,Ribonucleoprotein
b3342,Ribosomal protein
b3342,rRNA-binding
b3342,tRNA-binding
b3343,3D-structure
b3343,Cytoplasm
b3343,Reference proteome
b3343,tRNA processing
b3344,3D-structure
b3344,Cytoplasm
b3344,Reference proteome
b3344,tRNA processing
b3345,3D-structure
b3345,Cytoplasm
b3345,Reference proteome
b3345,Transferase
b3345,tRNA processing
b3346,Reference proteome
b3347,3D-structure
b3347,Direct protein sequencing
b3347,Isomerase
b3347,Periplasm
b3347,Reference proteome
b3347,Rotamase
b3347,Signal
b3348,Reference proteome
b3349,3D-structure
b3349,Chaperone
b3349,Cobalt
b3349,Copper
b3349,Cytoplasm
b3349,Direct protein sequencing
b3349,Isomerase
b3349,Metal-binding
b3349,Nickel
b3349,Reference proteome
b3349,Rotamase
b3349,Zinc
b3350,Antiport
b3350,Cell inner membrane
b3350,Cell membrane
b3350,Ion transport
b3350,Membrane
b3350,Potassium
b3350,Potassium transport
b3350,Reference proteome
b3350,Transmembrane
b3350,Transmembrane helix
b3350,Transport
b3351,Cell inner membrane
b3351,Cell membrane
b3351,Membrane
b3351,NAD
b3351,Oxidoreductase
b3351,Reference proteome
b3352,ATP-binding
b3352,Nucleotide-binding
b3352,Reference proteome
b3352,Repeat
b3353,Hydrolase
b3353,Reference proteome
b3353,Serine esterase
b3354,Reference proteome
b3355,ATP-binding
b3355,Kinase
b3355,Nucleotide-binding
b3355,Reference proteome
b3355,Transferase
b3356,3D-structure
b3356,Reference proteome
b3357,3D-structure
b3357,Acetylation
b3357,Activator
b3357,DNA-binding
b3357,Direct protein sequencing
b3357,Nucleotide-binding
b3357,Reference proteome
b3357,Repressor
b3357,Transcription
b3357,Transcription regulation
b3357,cAMP
b3357,cAMP-binding
b3358,Cell membrane
b3358,Membrane
b3358,Reference proteome
b3358,Transmembrane
b3358,Transmembrane helix
b3359,Amino-acid biosynthesis
b3359,Aminotransferase
b3359,Arginine biosynthesis
b3359,Cytoplasm
b3359,Direct protein sequencing
b3359,Lysine biosynthesis
b3359,Pyridoxal phosphate
b3359,Reference proteome
b3359,Transferase
b3360,Folate biosynthesis
b3360,Glutamine amidotransferase
b3360,Reference proteome
b3360,Transferase
b3361,3D-structure
b3361,ATP-binding
b3361,Nucleotide-binding
b3361,Nucleotidyltransferase
b3361,Reference proteome
b3361,Transferase
b3362,3D-structure
b3362,Reference proteome
b3363,3D-structure
b3363,Direct protein sequencing
b3363,Isomerase
b3363,Periplasm
b3363,Reference proteome
b3363,Rotamase
b3363,Signal
b3364,Cell inner membrane
b3364,Cell membrane
b3364,Membrane
b3364,Reference proteome
b3364,Transmembrane
b3364,Transmembrane helix
b3365,4Fe-4S
b3365,FAD
b3365,Flavoprotein
b3365,Heme
b3365,Iron
b3365,Iron-sulfur
b3365,Metal-binding
b3365,NAD
b3365,Nitrate assimilation
b3365,Oxidoreductase
b3365,Reference proteome
b3366,3D-structure
b3366,Cytoplasm
b3366,NAD
b3366,Nitrate assimilation
b3366,Oxidoreductase
b3366,Reference proteome
b3367,Cell inner membrane
b3367,Cell membrane
b3367,Membrane
b3367,Nitrate assimilation
b3367,Reference proteome
b3367,Transmembrane
b3367,Transmembrane helix
b3367,Transport
b3368,Cobalamin biosynthesis
b3368,Direct protein sequencing
b3368,Lyase
b3368,Methyltransferase
b3368,Multifunctional enzyme
b3368,NAD
b3368,Oxidoreductase
b3368,Phosphoprotein
b3368,Porphyrin biosynthesis
b3368,Reference proteome
b3368,S-adenosyl-L-methionine
b3368,Transferase
b3369,Membrane
b3369,Reference proteome
b3369,Transmembrane
b3369,Transmembrane helix
b3370,Amino-acid transport
b3370,Cell inner membrane
b3370,Cell membrane
b3370,Membrane
b3370,Reference proteome
b3370,Transmembrane
b3370,Transmembrane helix
b3370,Transport
b3371,Hydrolase
b3371,Reference proteome
b3371,Repeat
b3374,ATP-binding
b3374,Kinase
b3374,Nucleotide-binding
b3374,Reference proteome
b3374,Transferase
b3375,DNA-binding
b3375,Reference proteome
b3375,Repressor
b3375,Transcription
b3375,Transcription regulation
b3376,3D-structure
b3376,Reference proteome
b3377,Cell membrane
b3377,Membrane
b3377,Reference proteome
b3377,Transmembrane
b3377,Transmembrane helix
b3378,Reference proteome
b3379,3D-structure
b3379,Direct protein sequencing
b3379,Hydrolase
b3379,Metal-binding
b3379,Reference proteome
b3379,Zinc
b3380,Manganese
b3380,Metal-binding
b3380,Reference proteome
b3381,3D-structure
b3381,Reference proteome
b3382,Reference proteome
b3383,Reference proteome
b3384,3D-structure
b3384,ATP-binding
b3384,Aminoacyl-tRNA synthetase
b3384,Cytoplasm
b3384,Ligase
b3384,Nucleotide-binding
b3384,Protein biosynthesis
b3384,Reference proteome
b3385,Carbohydrate metabolism
b3385,Chloride
b3385,Hydrolase
b3385,Magnesium
b3385,Metal-binding
b3385,Reference proteome
b3386,Carbohydrate metabolism
b3386,Cobalt
b3386,Iron
b3386,Isomerase
b3386,Manganese
b3386,Metal-binding
b3386,Reference proteome
b3386,Zinc
b3387,3D-structure
b3387,DNA replication
b3387,Methyltransferase
b3387,Reference proteome
b3387,S-adenosyl-L-methionine
b3387,Transferase
b3388,3D-structure
b3388,Cell cycle
b3388,Cell division
b3388,Cell inner membrane
b3388,Cell membrane
b3388,Coiled coil
b3388,Membrane
b3388,Reference proteome
b3388,Transmembrane
b3388,Transmembrane helix
b3389,Amino-acid biosynthesis
b3389,Aromatic amino acid biosynthesis
b3389,Cobalt
b3389,Cytoplasm
b3389,Lyase
b3389,Metal-binding
b3389,NAD
b3389,Nucleotide-binding
b3389,Reference proteome
b3389,Zinc
b3390,3D-structure
b3390,ATP-binding
b3390,Amino-acid biosynthesis
b3390,Aromatic amino acid biosynthesis
b3390,Cytoplasm
b3390,Direct protein sequencing
b3390,Kinase
b3390,Magnesium
b3390,Metal-binding
b3390,Nucleotide-binding
b3390,Reference proteome
b3390,Transferase
b3391,Cell outer membrane
b3391,Membrane
b3391,Reference proteome
b3391,Signal
b3391,Transport
b3392,Reference proteome
b3393,Cell inner membrane
b3393,Cell membrane
b3393,Membrane
b3393,Reference proteome
b3393,Transmembrane
b3393,Transmembrane helix
b3394,Cell inner membrane
b3394,Cell membrane
b3394,Membrane
b3394,Reference proteome
b3394,Transmembrane
b3394,Transmembrane helix
b3395,Reference proteome
b3396,Antibiotic resistance
b3396,Carboxypeptidase
b3396,Cell inner membrane
b3396,Cell membrane
b3396,Cell shape
b3396,Cell wall biogenesis/degradation
b3396,Direct protein sequencing
b3396,Glycosyltransferase
b3396,Hydrolase
b3396,Membrane
b3396,Multifunctional enzyme
b3396,Peptidoglycan synthesis
b3396,Protease
b3396,Reference proteome
b3396,Signal-anchor
b3396,Transferase
b3396,Transmembrane
b3396,Transmembrane helix
b3397,3D-structure
b3397,Hydrolase
b3397,Magnesium
b3397,Metal-binding
b3397,Reference proteome
b3398,3D-structure
b3398,Cell inner membrane
b3398,Cell membrane
b3398,Membrane
b3398,Reference proteome
b3398,Transmembrane
b3398,Transmembrane helix
b3399,Hydrolase
b3399,Magnesium
b3399,Manganese
b3399,Metal-binding
b3399,Reference proteome
b3400,3D-structure
b3400,DNA-binding
b3400,Direct protein sequencing
b3400,RNA-binding
b3400,Reference proteome
b3400,Stress response
b3401,3D-structure
b3401,Chaperone
b3401,Cytoplasm
b3401,Disulfide bond
b3401,Redox-active center
b3401,Reference proteome
b3401,Stress response
b3401,Zinc
b3402,Cell membrane
b3402,Membrane
b3402,Reference proteome
b3402,Transmembrane
b3402,Transmembrane helix
b3403,3D-structure
b3403,ATP-binding
b3403,Acetylation
b3403,Allosteric enzyme
b3403,Calcium
b3403,Cytoplasm
b3403,Decarboxylase
b3403,Direct protein sequencing
b3403,Gluconeogenesis
b3403,Lyase
b3403,Magnesium
b3403,Manganese
b3403,Metal-binding
b3403,Nucleotide-binding
b3403,Reference proteome
b3404,3D-structure
b3404,ATP-binding
b3404,Cell inner membrane
b3404,Cell membrane
b3404,Kinase
b3404,Membrane
b3404,Nucleotide-binding
b3404,Phosphoprotein
b3404,Reference proteome
b3404,Stress response
b3404,Transferase
b3404,Transmembrane
b3404,Transmembrane helix
b3404,Two-component regulatory system
b3405,3D-structure
b3405,Activator
b3405,Cytoplasm
b3405,DNA-binding
b3405,Direct protein sequencing
b3405,Phosphoprotein
b3405,Reference proteome
b3405,Repressor
b3405,Stress response
b3405,Transcription
b3405,Transcription regulation
b3405,Two-component regulatory system
b3406,3D-structure
b3406,DNA-binding
b3406,Direct protein sequencing
b3406,Reference proteome
b3406,Transcription
b3406,Transcription regulation
b3407,RNA-binding
b3407,Reference proteome
b3408,3D-structure
b3408,Cytoplasm
b3408,Ion transport
b3408,Iron
b3408,Iron transport
b3408,Reference proteome
b3408,Transport
b3409,3D-structure
b3409,Cell inner membrane
b3409,Cell membrane
b3409,GTP-binding
b3409,Ion transport
b3409,Iron
b3409,Iron transport
b3409,Membrane
b3409,Nucleotide-binding
b3409,Reference proteome
b3409,Transmembrane
b3409,Transmembrane helix
b3409,Transport
b3410,3D-structure
b3410,DNA-binding
b3410,Iron
b3410,Iron-sulfur
b3410,Metal-binding
b3410,Reference proteome
b3410,Repressor
b3410,Transcription
b3410,Transcription regulation
b3411,DNA recombination
b3411,Endonuclease
b3411,Hydrolase
b3411,Magnesium
b3411,Nuclease
b3411,Reference proteome
b3412,3D-structure
b3412,Biotin biosynthesis
b3412,Cytoplasm
b3412,Hydrolase
b3412,Reference proteome
b3412,Serine esterase
b3413,Reference proteome
b3414,4Fe-4S
b3414,Iron
b3414,Iron-sulfur
b3414,Metal-binding
b3414,Reference proteome
b3414,Stress response
b3415,Cell inner membrane
b3415,Cell membrane
b3415,Gluconate utilization
b3415,Membrane
b3415,Reference proteome
b3415,Sugar transport
b3415,Transmembrane
b3415,Transmembrane helix
b3415,Transport
b3416,3D-structure
b3416,Carbohydrate metabolism
b3416,Cytoplasm
b3416,Glycosyltransferase
b3416,Reference proteome
b3416,Transferase
b3417,3D-structure
b3417,Acetylation
b3417,Allosteric enzyme
b3417,Carbohydrate metabolism
b3417,Direct protein sequencing
b3417,Glycosyltransferase
b3417,Pyridoxal phosphate
b3417,Reference proteome
b3417,Transferase
b3418,3D-structure
b3418,ATP-binding
b3418,Activator
b3418,Carbohydrate metabolism
b3418,DNA-binding
b3418,Nucleotide-binding
b3418,Reference proteome
b3418,Transcription
b3418,Transcription regulation
b3421,GTP-binding
b3421,Ligase
b3421,Manganese
b3421,Metal-binding
b3421,Nucleotide-binding
b3421,Reference proteome
b3421,tRNA processing
b3422,ATP-binding
b3422,DNA-binding
b3422,Nucleotide-binding
b3422,Reference proteome
b3422,Repressor
b3422,Transcription
b3422,Transcription regulation
b3422,Two-component regulatory system
b3423,DNA-binding
b3423,Direct protein sequencing
b3423,Glycerol metabolism
b3423,Reference proteome
b3423,Repressor
b3423,Transcription
b3423,Transcription regulation
b3424,3D-structure
b3424,Cell inner membrane
b3424,Cell membrane
b3424,Direct protein sequencing
b3424,Hydrolase
b3424,Membrane
b3424,Protease
b3424,Reference proteome
b3424,Serine protease
b3424,Transmembrane
b3424,Transmembrane helix
b3425,3D-structure
b3425,Cytoplasm
b3425,Reference proteome
b3425,Transferase
b3426,3D-structure
b3426,Cytoplasm
b3426,FAD
b3426,Flavoprotein
b3426,Glycerol metabolism
b3426,Oxidoreductase
b3426,Reference proteome
b3427,Reference proteome
b3428,Allosteric enzyme
b3428,Carbohydrate metabolism
b3428,Glycogen metabolism
b3428,Glycosyltransferase
b3428,Pyridoxal phosphate
b3428,Reference proteome
b3428,Transferase
b3429,3D-structure
b3429,Direct protein sequencing
b3429,Glycogen biosynthesis
b3429,Glycosyltransferase
b3429,Reference proteome
b3429,Transferase
b3430,3D-structure
b3430,ATP-binding
b3430,Allosteric enzyme
b3430,Carbohydrate metabolism
b3430,Direct protein sequencing
b3430,Glycogen biosynthesis
b3430,Glycogen metabolism
b3430,Nucleotide-binding
b3430,Nucleotidyltransferase
b3430,Reference proteome
b3430,Transferase
b3431,3D-structure
b3431,Carbohydrate metabolism
b3431,Glycogen metabolism
b3431,Glycosidase
b3431,Hydrolase
b3431,Reference proteome
b3432,3D-structure
b3432,Carbohydrate metabolism
b3432,Glycogen biosynthesis
b3432,Glycogen metabolism
b3432,Glycosyltransferase
b3432,Reference proteome
b3432,Transferase
b3433,3D-structure
b3433,Amino-acid biosynthesis
b3433,Diaminopimelate biosynthesis
b3433,Direct protein sequencing
b3433,Lysine biosynthesis
b3433,Methionine biosynthesis
b3433,NADP
b3433,Oxidoreductase
b3433,Reference proteome
b3433,Threonine biosynthesis
b3434,Cell inner membrane
b3434,Cell membrane
b3434,Membrane
b3434,Reference proteome
b3434,Transmembrane
b3434,Transmembrane helix
b3437,3D-structure
b3437,ATP-binding
b3437,Direct protein sequencing
b3437,Kinase
b3437,Nucleotide-binding
b3437,Reference proteome
b3437,Transferase
b3438,DNA-binding
b3438,Reference proteome
b3438,Repressor
b3438,Transcription
b3438,Transcription regulation
b3439,3D-structure
b3439,Copper
b3439,Dioxygenase
b3439,Iron
b3439,Metal-binding
b3439,Oxidoreductase
b3439,Reference proteome
b3439,Zinc
b3440,3D-structure
b3440,Oxidoreductase
b3440,Reference proteome
b3441,Acyltransferase
b3441,Reference proteome
b3441,Transferase
b3442,Reference proteome
b3443,Reference proteome
b3444,DNA recombination
b3444,Reference proteome
b3444,Transposable element
b3444,Transposition
b3445,DNA recombination
b3445,Reference proteome
b3445,Transposable element
b3445,Transposition
b3446,Reference proteome
b3447,3D-structure
b3447,Acyltransferase
b3447,Direct protein sequencing
b3447,Glutathione biosynthesis
b3447,Hydrolase
b3447,Periplasm
b3447,Protease
b3447,Reference proteome
b3447,Signal
b3447,Transferase
b3447,Zymogen
b3448,Reference proteome
b3448,Signal
b3449,Cytoplasm
b3449,Glycerol metabolism
b3449,Hydrolase
b3449,Magnesium
b3449,Metal-binding
b3449,Reference proteome
b3450,ATP-binding
b3450,Cell inner membrane
b3450,Cell membrane
b3450,Membrane
b3450,Nucleotide-binding
b3450,Reference proteome
b3450,Sugar transport
b3450,Translocase
b3450,Transport
b3451,Cell inner membrane
b3451,Cell membrane
b3451,Membrane
b3451,Reference proteome
b3451,Transmembrane
b3451,Transmembrane helix
b3451,Transport
b3452,Cell inner membrane
b3452,Cell membrane
b3452,Membrane
b3452,Reference proteome
b3452,Transmembrane
b3452,Transmembrane helix
b3452,Transport
b3453,3D-structure
b3453,Periplasm
b3453,Reference proteome
b3453,Signal
b3453,Transport
b3454,ATP-binding
b3454,Amino-acid transport
b3454,Nucleotide-binding
b3454,Reference proteome
b3454,Transport
b3455,ATP-binding
b3455,Amino-acid transport
b3455,Nucleotide-binding
b3455,Reference proteome
b3455,Transport
b3456,Amino-acid transport
b3456,Cell inner membrane
b3456,Cell membrane
b3456,Membrane
b3456,Reference proteome
b3456,Transmembrane
b3456,Transmembrane helix
b3456,Transport
b3457,Amino-acid transport
b3457,Cell inner membrane
b3457,Cell membrane
b3457,Membrane
b3457,Reference proteome
b3457,Transmembrane
b3457,Transmembrane helix
b3457,Transport
b3458,3D-structure
b3458,Amino-acid transport
b3458,Direct protein sequencing
b3458,Disulfide bond
b3458,Periplasm
b3458,Reference proteome
b3458,Signal
b3458,Transport
b3459,3D-structure
b3459,Pantothenate biosynthesis
b3459,Reference proteome
b3460,3D-structure
b3460,Amino-acid transport
b3460,Direct protein sequencing
b3460,Disulfide bond
b3460,Periplasm
b3460,Reference proteome
b3460,Signal
b3460,Transport
b3461,Cytoplasm
b3461,DNA-binding
b3461,Reference proteome
b3461,Sigma factor
b3461,Stress response
b3461,Transcription
b3461,Transcription regulation
b3462,3D-structure
b3462,Cell cycle
b3462,Cell division
b3462,Cell inner membrane
b3462,Cell membrane
b3462,Membrane
b3462,Reference proteome
b3462,Transmembrane
b3462,Transmembrane helix
b3463,ATP-binding
b3463,Cell cycle
b3463,Cell division
b3463,Cell inner membrane
b3463,Cell membrane
b3463,Membrane
b3463,Nucleotide-binding
b3463,Reference proteome
b3464,3D-structure
b3464,Cell inner membrane
b3464,Cell membrane
b3464,Cytoplasm
b3464,Direct protein sequencing
b3464,GTP-binding
b3464,Membrane
b3464,Nucleotide-binding
b3464,Receptor
b3464,Reference proteome
b3465,3D-structure
b3465,Methyltransferase
b3465,Reference proteome
b3465,S-adenosyl-L-methionine
b3465,Transferase
b3465,rRNA processing
b3466,Reference proteome
b3467,Reference proteome
b3468,Cell membrane
b3468,Membrane
b3468,Reference proteome
b3468,Transmembrane
b3468,Transmembrane helix
b3469,3D-structure
b3469,ATP-binding
b3469,Cadmium
b3469,Cell inner membrane
b3469,Cell membrane
b3469,Ion transport
b3469,Lead
b3469,Magnesium
b3469,Membrane
b3469,Metal-binding
b3469,Nucleotide-binding
b3469,Phosphoprotein
b3469,Reference proteome
b3469,Translocase
b3469,Transmembrane
b3469,Transmembrane helix
b3469,Transport
b3469,Zinc
b3469,Zinc transport
b3470,3D-structure
b3470,Cytoplasm
b3470,Reference proteome
b3470,tRNA processing
b3471,Cell inner membrane
b3471,Cell membrane
b3471,Membrane
b3471,Reference proteome
b3471,Transmembrane
b3471,Transmembrane helix
b3471,Transport
b3472,Periplasm
b3472,Reference proteome
b3472,Signal
b3473,Cell inner membrane
b3473,Cell membrane
b3473,Membrane
b3473,Reference proteome
b3473,Transmembrane
b3473,Transmembrane helix
b3473,Transport
b3474,Cell inner membrane
b3474,Cell membrane
b3474,Membrane
