bnumber	rank	strand	begin	end
b2673	2633	+	2800722	2800968
b2674	2634	+	2800964	2801375
b2675	2635	+	2801347	2803492
b2676	2636	+	2803501	2804461
b2677	2637	+	2804814	2806017
b2678	2638	+	2806009	2807074
b2679	2639	+	2807131	2808124
b2682	2640	+	2809616	2810354
b2683	2641	+	2810343	2810679
b2684	2642	+	2810769	2811300
b2685	2643	+	2811426	2812599
b2686	2644	+	2812615	2814154
b2687	2645	-	2814217	2814733
b2688	2646	-	2814882	2816439
b2689	2647	-	2816511	2816940
b2690	2648	-	2816936	2817503
b2696	2649	-	2818960	2819146
b2697	2650	-	2819380	2822011
b2698	2651	-	2822138	2822639
b2699	2652	-	2822707	2823769
b2700	2653	-	2823848	2824346
b2701	2654	-	2824490	2825576
b2702	2655	+	2825831	2826395
b2703	2656	+	2826391	2827351
b2704	2657	+	2827361	2827733
b2705	2658	+	2827736	2828516
b2706	2659	+	2828620	2828980
b2707	2660	+	2829046	2829820
b2708	2661	+	2829812	2830778
b2709	2662	-	2830774	2832289
b2710	2663	+	2832475	2833915
b2711	2664	+	2833911	2835045
b2712	2665	-	2835172	2837425
b2713	2666	-	2837577	2838105
b2714	2667	-	2838253	2839264
b2715	2668	+	2839523	2840981
b2716	2669	+	2840989	2842414
b2717	2670	-	2842572	2843043
b2718	2671	-	2843035	2843446
b2719	2672	-	2843442	2844210
b2720	2673	-	2844209	2844752
b2721	2674	-	2844761	2846471
b2722	2675	-	2846488	2847412
b2723	2676	-	2847414	2849241
b2724	2677	-	2849237	2849849
b2725	2678	-	2849973	2850435
b2726	2679	+	2850646	2850997
b2727	2680	+	2851000	2851873
b2728	2681	+	2851863	2852136
b2729	2682	+	2852135	2853257
b2730	2683	+	2853253	2854264
b2731	2684	+	2854337	2856416
b2732	2685	-	2856452	2856806
b2733	2686	+	2857092	2859654
b2734	2687	+	2859759	2860416
b2735	2688	-	2860466	2861234
b2736	2689	+	2861429	2862338
b2737	2690	+	2862334	2863501
b2738	2691	+	2863592	2864231
b2739	2692	+	2864235	2865012
b2740	2693	+	2865100	2866465
b2741	2694	-	2866558	2867551
b2742	2695	-	2867613	2868753
b2743	2696	-	2868892	2869519
b2744	2697	-	2869512	2870274
b2745	2698	-	2870254	2871304
b2746	2699	-	2871300	2871780
b2747	2700	-	2871779	2872490
b2748	2701	-	2872508	2872820
b2749	2702	-	2873013	2873337
b2750	2703	-	2873386	2873992
b2751	2704	-	2873991	2875419
b2752	2705	-	2875420	2876329
b2753	2706	+	2876580	2877618
b2754	2707	-	2878568	2878853
b2755	2708	-	2878854	2879772
b2756	2709	-	2879787	2880387
b2757	2710	-	2880373	2881048
b2758	2711	-	2881050	2882142
b2759	2712	-	2882154	2882637
b2760	2713	-	2882629	2884138
b2761	2714	-	2884552	2887219
b2762	2715	-	2887577	2888312
b2763	2716	-	2888386	2890099
b2764	2717	-	2890098	2891898
b2765	2718	+	2892213	2892579
b2766	2719	+	2892656	2893928
b2767	2720	+	2893918	2894179
b2768	2721	+	2894195	2894771
b2769	2722	-	2894918	2895779
b2770	2723	-	2895775	2896555
b2771	2724	-	2896532	2897870
b4463	2725	-	2897963	2899418
b2774	2726	-	2899487	2900273
b2775	2727	+	2900591	2901869
b2776	2728	+	2901895	2903374
b2777	2729	-	2904746	2905418
b4682	2730	+	2905556	2905697
b2778	2731	+	2905710	2906583
b2779	2732	-	2906642	2907941
b2780	2733	-	2908028	2909666
b2781	2734	-	2909893	2910685
b2782	2735	-	2910755	2911091
b2783	2736	-	2911090	2911339
b2784	2737	-	2911416	2913651
b2785	2738	-	2913698	2915000
b2786	2739	+	2915056	2917813
b2787	2740	-	2918044	2919385
b2788	2741	-	2919405	2920746
b2789	2742	-	2920747	2922100
b2790	2743	-	2922534	2922984
b2791	2744	-	2923001	2923784
b2792	2745	-	2923783	2924113
b2793	2746	-	2924734	2925280
b2794	2747	+	2925347	2926196
b2795	2748	+	2926307	2927672
b2796	2749	+	2928228	2929518
b2797	2750	+	2929575	2930943
b2798	2751	+	2931054	2931810
b2799	2752	-	2931864	2933013
b2800	2753	-	2933040	2933688
b2801	2754	+	2934234	2935551
b2802	2755	+	2935583	2937359
b2803	2756	+	2937467	2938886
b2804	2757	+	2938887	2939310
b2805	2758	+	2939367	2940099
b2806	2759	-	2940142	2941243
b2807	2760	-	2941235	2941631
b2808	2761	-	2941649	2942567
b2809	2762	-	2942917	2943145
b2810	2763	+	2943336	2944542
b2811	2764	+	2944541	2944985
b2812	2765	-	2945035	2945842
b2813	2766	-	2946080	2947178
b2817	2767	-	2947756	2949010
b2818	2768	+	2949241	2950573
b2819	2769	-	2950634	2952461
b2820	2770	-	2952460	2956003
b2821	2771	-	2955995	2958884
b2822	2772	-	2959059	2962428
b2823	2773	-	2962440	2962764
b2824	2774	-	2962748	2963156
b2825	2775	-	2963152	2963716
b2826	2776	-	2963706	2964177
b2827	2777	-	2964360	2965155
b2828	2778	-	2965161	2966037
b2829	2779	-	2966187	2968434
b2830	2780	-	2968446	2968977
b4610	2781	-	2969329	2969476
b2831	2782	+	2969661	2970351
b2832	2783	+	2970419	2971133
b2833	2784	+	2971270	2971489
b2834	2785	+	2971596	2972637
b2835	2786	-	2972668	2973862
b2836	2787	-	2973854	2976014
b2837	2788	+	2976598	2977630
b2838	2789	-	2977636	2978899
b2839	2790	+	2979020	2979956
b2840	2791	-	2979942	2980635
b2841	2792	-	2980763	2982182
b2842	2793	-	2982496	2983258
b2843	2794	-	2983287	2984124
b2844	2795	-	2984410	2985592
b2845	2796	+	2985846	2987076
b2846	2797	+	2987535	2988168
b2847	2798	+	2988501	2989311
b2848	2799	+	2989303	2989786
b4683	2800	-	2989818	2989899
b2849	2801	-	2989934	2990360
b2851	2802	+	2991267	2991759
b2852	2803	+	2992093	2993470
b2853	2804	+	2993637	2993856
b2860	2805	-	2996371	2997277
b2861	2806	-	2997234	2997600
b2863	2807	-	2998033	2998828
b2865	2808	-	2999135	2999891
b2866	2809	+	3000344	3002603
b2867	2810	+	3002613	3003492
b2868	2811	+	3003488	3003968
b2869	2812	-	3004007	3005786
b2870	2813	+	3006261	3007452
b2871	2814	+	3007509	3008706
b2872	2815	+	3008763	3009975
b2873	2816	+	3010027	3011413
b2874	2817	+	3011460	3012393
b2875	2818	-	3012613	3014239
b2876	2819	-	3014286	3015057
b2877	2820	+	3015159	3015738
b2878	2821	+	3016059	3019158
b2879	2822	+	3019160	3020489
b2880	2823	+	3020539	3021319
b2881	2824	+	3021315	3024186
b2882	2825	+	3024350	3025751
b2883	2826	+	3025765	3027085
b4464	2827	+	3027120	3028488
b2886	2828	-	3028523	3029012
b2887	2829	-	3029011	3030931
b2888	2830	+	3031366	3032815
b4684	2831	+	3032816	3032942
b4753	2832	-	3032938	3033010
b2889	2833	+	3033064	3033613
b2890	2834	-	3033656	3035174
b2891	2835	-	3036207	3036282
b2892	2836	-	3036372	3038106
b2893	2837	-	3038111	3038822
b2894	2838	-	3038846	3039743
b2895	2839	+	3039854	3040376
b2896	2840	-	3040415	3040823
b2897	2841	-	3040803	3041070
b2898	2842	+	3041312	3042293
b2899	2843	-	3042488	3043148
b2900	2844	-	3043311	3043623
b2901	2845	+	3043661	3045101
b2902	2846	-	3045157	3045901
b2903	2847	-	3046167	3049041
b2904	2848	-	3049159	3049549
b2905	2849	-	3049572	3050667
b4754	2850	+	3050957	3051041
b2906	2851	-	3051114	3052317
b2907	2852	-	3052339	3053518
b2908	2853	-	3053514	3054840
b2909	2854	-	3054865	3055444
b2910	2855	+	3055611	3055941
b2912	2856	+	3056240	3056789
b4665	2857	-	3056889	3056949
b2913	2858	-	3057177	3058410
b2914	2859	-	3058665	3059325
b2916	2860	+	3059752	3060646
b2917	2861	+	3060849	3062994
b2918	2862	+	3062986	3063982
b2919	2863	+	3063992	3064778
b2920	2864	+	3064801	3066280
b2921	2865	-	3066276	3067173
b2922	2866	-	3067339	3068080
b2923	2867	-	3068172	3068808
b2924	2868	-	3068946	3069807
b2925	2869	-	3070164	3071244
b2926	2870	-	3071458	3072622
b2927	2871	-	3072671	3073691
b2928	2872	-	3073975	3074689
b2929	2873	-	3074685	3075195
b2930	2874	-	3075216	3076182
b4465	2875	-	3076178	3077456
b2933	2876	-	3077470	3078859
b2934	2877	-	3078886	3079330
b2935	2878	-	3079643	3081635
b2936	2879	+	3081912	3082671
b2937	2880	-	3082876	3083797
b2938	2881	-	3083934	3085911
b2939	2882	-	3085919	3086051
b4784	2883	-	3086144	3086288
b2940	2884	+	3086186	3086402
b2941	2885	-	3086398	3086650
b2942	2886	+	3086705	3087860
b2943	2887	+	3088283	3089678
b2944	2888	+	3089754	3090252
b2945	2889	+	3090346	3091054
b2946	2890	+	3091133	3091865
b2947	2891	+	3091877	3092828
b2948	2892	+	3092936	3093500
b2949	2893	+	3093499	3093916
b2950	2894	-	3094099	3095080
b2951	2895	+	3095097	3095802
b2952	2896	+	3095819	3096386
b2953	2897	+	3096382	3096673
b2954	2898	+	3096680	3097274
b2955	2899	+	3097266	3098403
b2956	2900	-	3098557	3099565
b2957	2901	-	3099681	3100728
b2958	2902	-	3100903	3101623
b2959	2903	-	3101806	3102133
b2960	2904	-	3102132	3102852
b2961	2905	+	3103012	3104065
b2962	2906	+	3104092	3104368
b2963	2907	+	3104432	3105512
b2964	2908	+	3105713	3106970
b2965	2909	-	3107019	3109155
b4785	2910	-	3109316	3109400
b2966	2911	+	3109552	3110260
b2968	2912	-	3110589	3111126
b2969	2913	-	3111127	3111988
b4786	2914	+	3111265	3111325
b2970	2915	-	3112053	3113049
b2971	2916	-	3113066	3113477
b2972	2917	-	3113542	3114352
b4466	2918	-	3114549	3119112
b2975	2919	-	3119596	3121279
b2976	2920	-	3121633	3123805
b2977	2921	-	3123826	3124231
b4467	2922	-	3124235	3125459
b4468	2923	-	3125469	3126522
b2979	2924	-	3126521	3128021
b2980	2925	+	3128271	3129036
b2981	2926	-	3129042	3130215
b2982	2927	+	3130213	3131194
b2983	2928	-	3131340	3132408
b2984	2929	-	3132453	3133212
b2985	2930	-	3133243	3133957
b2986	2931	+	3134130	3134823
b2987	2932	-	3134871	3136371
b2988	2933	-	3136662	3138522
b2989	2934	+	3138726	3139593
b2990	2935	-	3139715	3139964
b2991	2936	-	3139976	3140318
b2992	2937	-	3140310	3140799
b2993	2938	-	3140791	3141286
b2994	2939	-	3141285	3142989
b2995	2940	-	3142985	3144164
b2996	2941	-	3144153	3145140
b2997	2942	-	3145142	3146261
b2998	2943	-	3146449	3146737
b4755	2944	-	3147596	3147740
b3001	2945	+	3147896	3148937
b3002	2946	-	3148976	3149471
b3003	2947	+	3149661	3150546
b3005	2948	-	3150817	3151243
b3006	2949	-	3151249	3151984
b3008	2950	+	3152235	3153423
b3009	2951	+	3153562	3154222
b3010	2952	-	3154261	3155218
b3011	2953	+	3155354	3156518
b3012	2954	+	3156622	3157450
b3013	2955	+	3157649	3158576
b3014	2956	+	3158626	3158884
b4469	2957	-	3158926	3161146
b3017	2958	-	3161256	3162669
b3018	2959	-	3162743	3163481
b3019	2960	-	3163714	3165973
b3020	2961	-	3166110	3167718
b3021	2962	-	3167850	3168246
b3022	2963	-	3168247	3168544
b3023	2964	-	3168748	3169231
b3024	2965	-	3169283	3169676
b3025	2966	+	3169827	3170487
b3026	2967	+	3170483	3171833
b3027	2968	-	3171878	3172211
b3028	2969	+	3172529	3173111
b3029	2970	+	3173141	3173456
b3030	2971	-	3173503	3175396
b3031	2972	-	3175424	3176006
b3032	2973	-	3176005	3176833
b3033	2974	-	3176857	3177280
b3034	2975	-	3177280	3177910
b3035	2976	+	3178114	3179596
b3037	2977	+	3179743	3180415
b3038	2978	+	3180420	3181581
b3039	2979	-	3181618	3182434
b3040	2980	+	3182549	3183323
b4756	2981	-	3183380	3183551
b3041	2982	-	3183812	3184466
b3042	2983	+	3184839	3185130
b3043	2984	+	3185413	3185965
b3046	2985	+	3186024	3186095
b3044	2986	+	3186186	3186552
b3045	2987	+	3186509	3187415
b3047	2988	+	3189880	3190630
b3048	2989	+	3190631	3191696
b3049	2990	-	3191738	3191939
b3050	2991	+	3192207	3192837
b3051	2992	+	3192863	3194525
b4664	2993	+	3194765	3194825
b4666	2994	+	3195140	3195200
b3052	2995	-	3195319	3196753
b3053	2996	-	3196800	3199641
b3054	2997	-	3199663	3200965
b3055	2998	+	3201206	3201827
b3056	2999	+	3201890	3203129
b3057	3000	-	3203309	3204131
b3058	3001	-	3204220	3204589
b3059	3002	+	3204693	3205311
b3060	3003	-	3205323	3206256
b3061	3004	+	3206462	3207374
b3062	3005	+	3207370	3207976
b3063	3006	+	3208023	3209487
b3064	3007	-	3209529	3210543
b3065	3008	+	3210780	3210996
b3066	3009	+	3211106	3212852
b3067	3010	+	3213046	3214888
b3068	3011	-	3214966	3215473
b3070	3012	-	3215726	3216491
b3071	3013	+	3216778	3217402
b3072	3014	-	3217555	3219076
b3073	3015	+	3219493	3220873
b3074	3016	-	3220914	3221247
b3075	3017	+	3221465	3222449
b3076	3018	+	3222632	3225725
b3077	3019	+	3225721	3226171
b3078	3020	+	3226233	3227667
b3079	3021	+	3227800	3228871
b3080	3022	+	3228887	3231239
b3081	3023	+	3231664	3233683
b3082	3024	-	3233727	3234144
b3083	3025	-	3234140	3234455
b3084	3026	-	3234738	3235875
b3085	3027	+	3235959	3236463
b3086	3028	+	3236539	3237232
b3087	3029	+	3237310	3238297
b3088	3030	+	3238579	3239545
b3089	3031	+	3239943	3241188
b3090	3032	-	3241192	3241744
b3091	3033	-	3241826	3243314
b3092	3034	-	3243328	3244741
b3093	3035	+	3245223	3246522
b3094	3036	+	3246651	3247428
b4787	3037	+	3247667	3247751
b3095	3038	+	3247772	3248435
b3096	3039	+	3248438	3248822
b3097	3040	+	3248968	3249337
b3098	3041	+	3249374	3249680
b3099	3042	+	3249682	3250087
b3100	3043	+	3250076	3250376
b3101	3044	+	3250561	3250954
b3102	3045	+	3251023	3252010
b3103	3046	+	3252303	3252669
b3104	3047	+	3252910	3253267
b3105	3048	-	3253317	3254214
b3106	3049	+	3254318	3255020
b3107	3050	+	3255042	3255207
b4470	3051	-	3255340	3256651
b3110	3052	-	3256678	3258010
b4471	3053	-	3258284	3259649
b3113	3054	-	3259720	3260110
b3114	3055	-	3260123	3262418
b3115	3056	-	3262451	3263660
b3116	3057	-	3263685	3265017
b3117	3058	-	3265038	3266028
b3118	3059	-	3266126	3267065
b3119	3060	+	3267379	3267598
b3120	3061	+	3267853	3268393
b3121	3062	+	3268414	3269602
b3124	3063	-	3270624	3271770
b3125	3064	-	3271866	3272751
b3126	3065	-	3272786	3273557
b3127	3066	-	3273572	3274907
b3128	3067	+	3275281	3276853
b3129	3068	+	3277001	3277337
b3130	3069	+	3277336	3277801
b3131	3070	-	3277855	3278665
b3132	3071	+	3278913	3280194
b3133	3072	+	3280216	3280690
b3136	3073	+	3281975	3283130
b3137	3074	+	3283142	3284003
b3138	3075	+	3284169	3284646
b3139	3076	+	3284684	3285488
b3140	3077	+	3285477	3286269
b3141	3078	+	3286269	3287025
b3142	3079	+	3287425	3288010
b3143	3080	+	3288089	3288785
b3144	3081	+	3288813	3291330
b3145	3082	+	3291340	3292432
b3146	3083	-	3292474	3293335
b3147	3084	+	3293399	3295436
b3148	3085	+	3295393	3295789
b3149	3086	+	3295808	3296399
b3150	3087	+	3296408	3296984
b3151	3088	-	3297097	3298138
b3152	3089	-	3298210	3298846
b3153	3090	+	3298973	3299492
b3154	3091	-	3299471	3299915
b3155	3092	+	3299965	3300268
b3156	3093	-	3300254	3300758
b3157	3094	-	3300751	3301276
b3158	3095	+	3301484	3302480
b3159	3096	+	3302488	3303367
b3160	3097	+	3303447	3304455
b3161	3098	-	3304572	3305817
b3162	3099	-	3305970	3307860
b4685	3100	-	3307852	3307933
b3163	3101	-	3308039	3308924
b3164	3102	-	3309032	3311168
b3165	3103	-	3311414	3311684
b3166	3104	-	3311832	3312777
b3167	3105	-	3312776	3313178
b3168	3106	-	3313341	3316014
b3169	3107	-	3316038	3317526
b3170	3108	-	3317553	3318006
b3172	3109	+	3318636	3319980
b3173	3110	-	3319987	3321613
b3175	3111	-	3322172	3322505
b3176	3112	-	3322732	3324070
b3177	3113	-	3324062	3324911
b3178	3114	-	3325000	3326935
b3179	3115	-	3327034	3327664
b3180	3116	+	3327789	3328083
b3181	3117	-	3328238	3328715
b3182	3118	+	3328962	3330396
b3183	3119	-	3330581	3331754
b3184	3120	-	3331769	3332735
b3185	3121	-	3332861	3333119
b3186	3122	-	3333139	3333451
b3187	3123	+	3333709	3334681
b3188	3124	+	3334908	3335187
b3189	3125	-	3335234	3336494
b3190	3126	-	3336548	3336803
b3191	3127	-	3336962	3337256
b3192	3128	-	3337255	3337891
b3193	3129	-	3337909	3338461
b3194	3130	-	3338465	3339248
b3195	3131	-	3339255	3340065
b3196	3132	+	3340274	3341252
b3197	3133	+	3341265	3342252
b3198	3134	+	3342272	3342839
b3199	3135	+	3342835	3343411
b3200	3136	+	3343379	3343937
b3201	3137	+	3343943	3344669
b3202	3138	+	3344716	3346150
b3203	3139	+	3346172	3346460
b3204	3140	+	3346577	3347069
b3205	3141	+	3347114	3347969
b3206	3142	+	3347965	3348238
b3207	3143	+	3348451	3349084
b3208	3144	-	3349080	3349809
b3209	3145	-	3349805	3350459
b3210	3146	-	3350688	3353025
b3211	3147	-	3353120	3354050
b3212	3148	+	3354724	3359185
b3213	3149	+	3359197	3360616
b3214	3150	+	3361175	3361940
b3215	3151	+	3362111	3362786
b3216	3152	+	3362806	3365188
b4569	3153	+	3365184	3365555
b3218	3154	-	3365701	3366682
b3219	3155	+	3366925	3367642
b3220	3156	+	3367826	3368954
b3221	3157	-	3369013	3369478
b3222	3158	-	3369474	3370350
b3223	3159	-	3370346	3371036
b3224	3160	-	3371083	3372574
b3225	3161	-	3372682	3373576
b3226	3162	-	3373697	3374489
b3227	3163	+	3374868	3376236
b3228	3164	-	3376278	3376776
b3229	3165	-	3376781	3377420
b3230	3166	-	3377814	3378207
b3231	3167	-	3378222	3378651
b3232	3168	-	3378869	3379997
b3233	3169	+	3380190	3380589
b3234	3170	+	3380742	3382110
b3235	3171	+	3382199	3383267
b3236	3172	-	3383329	3384268
b3237	3173	+	3384702	3385173
b3238	3174	+	3385537	3385801
b3239	3175	-	3385856	3386129
b3240	3176	-	3386220	3388188
b3241	3177	-	3388193	3389126
b3242	3178	-	3389133	3389337
b3243	3179	+	3389519	3390449
b3244	3180	-	3390582	3392028
b4472	3181	-	3392457	3396258
b3247	3182	-	3396325	3397795
b3248	3183	-	3397784	3398378
b3249	3184	-	3398386	3398875
b3250	3185	-	3398874	3399978
b3251	3186	-	3400043	3401087
b3252	3187	-	3401391	3403332
b3253	3188	+	3403483	3404458
b3255	3189	+	3405435	3405906
b3256	3190	+	3405916	3407266
b3257	3191	+	3407374	3407617
b3258	3192	+	3407606	3409058
b3259	3193	+	3409069	3409951
b3260	3194	+	3410279	3411245
b3261	3195	+	3411270	3411567
b3262	3196	+	3411652	3412537
b3263	3197	+	3412620	3412800
b3264	3198	-	3412802	3413465
b3265	3199	+	3413863	3415021
b3266	3200	+	3415032	3418137
b3267	3201	+	3418389	3418611
b3269	3202	+	3420133	3421315
b3270	3203	+	3421324	3422428
b3271	3204	+	3422435	3423194
b3279	3205	+	3429235	3429790
b3280	3206	-	3429765	3430023
b3281	3207	-	3430019	3430838
b3282	3208	-	3430842	3431415
b3283	3209	-	3431419	3431962
b3284	3210	-	3431990	3432464
b4473	3211	-	3432435	3433560
b3287	3212	+	3433689	3434199
b3288	3213	+	3434213	3435161
b3289	3214	+	3435206	3436496
b3290	3215	+	3436517	3437894
b3291	3216	+	3438023	3438434
b4550	3217	-	3438430	3438649
b3292	3218	-	3438704	3439130
b3293	3219	-	3439140	3439509
b3294	3220	-	3439615	3439999
b3295	3221	-	3440039	3441029
b3296	3222	-	3441054	3441675
b3297	3223	-	3441708	3442098
b3298	3224	-	3442114	3442471
b3299	3225	-	3442617	3442734
b3300	3226	-	3442765	3444097
b3301	3227	-	3444104	3444539
b3302	3228	-	3444542	3444722
b3303	3229	-	3444725	3445229
b3304	3230	-	3445243	3445597
b3305	3231	-	3445606	3446140
b3306	3232	-	3446152	3446545
b3307	3233	-	3446578	3446884
b3308	3234	-	3446898	3447438
b3309	3235	-	3447452	3447767
b3310	3236	-	3447777	3448149
b3311	3237	-	3448313	3448568
b3312	3238	-	3448567	3448759
b3313	3239	-	3448758	3449169
b3314	3240	-	3449181	3449883
b3315	3241	-	3449900	3450233
b3316	3242	-	3450247	3450526
b3317	3243	-	3450542	3451364
b3318	3244	-	3451381	3451684
b3319	3245	-	3451680	3452286
b3320	3246	-	3452296	3452926
b3321	3247	-	3452958	3453270
b3322	3248	-	3453507	3453927
b3323	3249	-	3453928	3455398
b3324	3250	+	3455577	3456393
b3325	3251	+	3456376	3458329
b3326	3252	+	3458338	3459820
b3327	3253	+	3459816	3461013
b3328	3254	+	3461022	3461460
b3329	3255	+	3461467	3461977
b3330	3256	+	3461973	3462351
b3331	3257	+	3462343	3462931
b3332	3258	+	3462923	3463907
b3333	3259	+	3463921	3465085
b3334	3260	+	3465081	3465543
b3335	3261	+	3465542	3466220
b3336	3262	-	3466248	3466725
b3337	3263	-	3466796	3466991
b3338	3264	-	3467159	3469853
b3339	3265	-	3470144	3471329
b3340	3266	-	3471399	3473514
b3341	3267	-	3473541	3474081
b3342	3268	-	3474177	3474552
b3343	3269	-	3474677	3474965
b3344	3270	-	3474972	3475332
b3345	3271	-	3475331	3475718
b3346	3272	-	3475717	3476440
b3347	3273	-	3476606	3477419
b3348	3274	+	3477639	3477858
b3349	3275	-	3477906	3478497
b4551	3276	-	3478591	3478792
b3350	3277	-	3478801	3480607
b3351	3278	-	3480606	3481161
b3352	3279	+	3481288	3483202
b3353	3280	+	3483201	3484224
b3354	3281	+	3484217	3484436
b3355	3282	+	3484489	3485359
b3356	3283	-	3485413	3485818
b3357	3284	+	3486119	3486752
b3358	3285	+	3486790	3488893
b3359	3286	-	3488959	3490180
b3360	3287	-	3490265	3490829
b3361	3288	-	3490860	3491463
b3362	3289	-	3491452	3491620
b3363	3290	-	3491724	3492297
b3364	3291	+	3492567	3493749
b3365	3292	+	3494010	3496554
b3366	3293	+	3496550	3496877
b3367	3294	+	3497002	3497809
b3368	3295	+	3497827	3499201
b3369	3296	+	3499447	3499615
b3370	3297	+	3499909	3501247
b3371	3298	+	3501267	3502290
b4474	3299	+	3502339	3503170
b3374	3300	+	3503166	3503952
b3375	3301	+	3504051	3504783
b3376	3302	-	3504934	3506020
b3377	3303	-	3506031	3507336
b3378	3304	-	3507347	3507701
b3379	3305	-	3507711	3508590
b3380	3306	-	3508586	3509813
b3381	3307	-	3509812	3510976
b3382	3308	-	3511059	3511422
b3383	3309	-	3511438	3512344
b3384	3310	-	3512633	3513638
b3385	3311	-	3513630	3514389
b3386	3312	-	3514381	3515059
b3387	3313	-	3515076	3515913
b3388	3314	-	3516019	3517306
b3389	3315	-	3517397	3518486
b3390	3316	-	3518542	3519064
b3391	3317	-	3519464	3520703
b3392	3318	-	3520614	3521019
b3393	3319	-	3521008	3521449
b3394	3320	-	3521432	3521972
b3395	3321	-	3521971	3522751
b3396	3322	+	3522870	3525423
b3397	3323	-	3525588	3526149
b3398	3324	+	3526468	3528604
b3399	3325	+	3528668	3529337
b3400	3326	+	3529347	3529749
b3401	3327	+	3529773	3530652
b3402	3328	-	3530714	3532439
b3403	3329	+	3532817	3534440
b3404	3330	-	3534515	3535868
b3405	3331	-	3535864	3536584
b3406	3332	+	3536811	3537288
b3407	3333	+	3537384	3539706
b3408	3334	+	3540162	3540390
b3409	3335	+	3540406	3542728
b3410	3336	+	3542727	3542964
b3411	3337	+	3543166	3544045
b3412	3338	-	3544073	3544844
b3413	3339	+	3544881	3545565
b3414	3340	+	3545623	3546199
b3415	3341	+	3546558	3547875
b3416	3342	-	3547985	3550070
b3417	3343	-	3550079	3552473
b3418	3344	+	3553084	3555790
b4475	3345	-	3555832	3556849
b3421	3346	-	3556852	3558079
b3422	3347	+	3558267	3559866
b3424	3348	-	3560621	3561452
b3425	3349	-	3561496	3561823
b3426	3350	+	3562012	3563518
b3427	3351	-	3563723	3564005
b3428	3352	-	3564133	3566581
b3429	3353	-	3566599	3568033
b3430	3354	-	3568032	3569328
b3431	3355	-	3569345	3571319
b3432	3356	-	3571315	3573502
b4788	3357	-	3573659	3573701
b4789	3358	-	3573678	3573708
b3433	3359	-	3573774	3574878
b3434	3360	+	3575070	3575664
b4476	3361	-	3575720	3577061
b3437	3362	-	3577064	3577592
b3438	3363	-	3577730	3578726
b3439	3364	-	3578949	3579645
b3440	3365	-	3579767	3580805
b3441	3366	+	3581137	3581626
b3442	3367	+	3581862	3583041
b3443	3368	+	3583037	3583427
b3444	3369	+	3583482	3583758
b3445	3370	+	3583676	3584180
b4612	3371	+	3584403	3584559
b3446	3372	+	3584758	3585043
b3447	3373	-	3585080	3586823
b3448	3374	+	3586942	3587383
b3449	3375	-	3587369	3588113
b3450	3376	-	3588109	3589180
b3451	3377	-	3589181	3590027
b3452	3378	-	3590023	3590911
b3453	3379	-	3591008	3592325
b3454	3380	-	3592723	3593437
b3455	3381	-	3593438	3594206
b3456	3382	-	3594202	3595480
b3457	3383	-	3595476	3596403
b3458	3384	-	3596450	3597560
b3459	3385	+	3597983	3598367
b3460	3386	-	3598554	3599658
b3461	3387	-	3599928	3600783
b3462	3388	-	3601027	3602086
b3463	3389	-	3602078	3602747
b3464	3390	-	3602749	3604243
b3465	3391	+	3604392	3604989
b3466	3392	+	3604978	3605248
b3467	3393	-	3605250	3605610
b3468	3394	+	3605750	3606377
b3469	3395	+	3606450	3608649
b3470	3396	-	3608750	3608996
b3471	3397	+	3609216	3609882
b3472	3398	+	3609954	3610512
b3473	3399	-	3610515	3611733
b3474	3400	+	3611864	3612914
b3475	3401	+	3612968	3613556
b3476	3402	+	3613666	3615241
b3477	3403	+	3615240	3616185
b3478	3404	+	3616181	3617015
b3479	3405	+	3617014	3617779
b3480	3406	+	3617775	3618582
b3481	3407	+	3618587	3618989
b3482	3408	+	3619191	3623427
b3483	3409	+	3623398	3623782
b3484	3410	+	3624377	3625514
b3485	3411	-	3625678	3626803
b3486	3412	-	3626802	3629538
b3487	3413	-	3629534	3630602
b4790	3414	-	3630664	3630778
b3488	3415	-	3630967	3632590
b3491	3416	+	3634840	3635893
b3492	3417	-	3636207	3637410
b3493	3418	+	3637641	3639141
b3494	3419	-	3639384	3639720
b3495	3420	+	3640110	3640545
b4791	3421	-	3640611	3640686
b4792	3422	-	3640642	3640696
b3496	3423	+	3640861	3642331
b3497	3424	-	3642379	3643132
b3498	3425	-	3643139	3645182
b3499	3426	+	3645384	3646227
b3500	3427	+	3646298	3647651
b4613	3428	-	3647704	3647788
b3501	3429	+	3648527	3648881
b3502	3430	+	3648934	3650224
b3503	3431	+	3650236	3650662
b3504	3432	+	3651290	3652036
b3505	3433	-	3652181	3653162
b3506	3434	+	3653960	3654527
b3507	3435	+	3654682	3655213
b3508	3436	-	3655254	3655902
b3509	3437	-	3655965	3656292
b3510	3438	-	3656407	3656740
b3511	3439	+	3656994	3657567
b3512	3440	+	3658365	3658893
b3513	3441	+	3659231	3660389
b3514	3442	+	3660413	3663527
b3515	3443	-	3663889	3664618
b3516	3444	-	3664985	3665810
b3517	3445	-	3666179	3667580
b3518	3446	-	3667790	3669188
b3519	3447	+	3669591	3671241
b3520	3448	-	3671291	3671894
b3521	3449	+	3672413	3673313
b3522	3450	+	3673361	3674375
b3523	3451	+	3674785	3676108
b3524	3452	-	3676289	3678350
b3525	3453	-	3678419	3679187
b3526	3454	+	3679418	3680348
